"NDC Description",NDC,"NADAC Per Unit","Effective Date","Pricing Unit","Pharmacy Type Indicator",OTC,"Explanation Code","Classification for Rate Setting","Corresponding Generic Drug NADAC Per Unit","Corresponding Generic Drug Effective Date","As of Date"
"CEFADROXIL 500 MG CAPSULE",57237009650,0.28603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFADROXIL 500 MG CAPSULE",65862008501,0.28603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFADROXIL 500 MG CAPSULE",65862008550,0.28603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFADROXIL 500 MG CAPSULE",68180018001,0.28603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFADROXIL 500 MG CAPSULE",68180018008,0.28603,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",16714039002,0.23101,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",57237009801,0.23101,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",65862008401,0.23101,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",68180018203,0.23101,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",16714039001,0.29271,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",57237009875,0.29271,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",65862008475,0.29271,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFADROXIL 500 MG/5 ML SUSP",68180018202,0.29271,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",00143926225,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",00143992490,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",00781345196,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",25021010110,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",44567012025,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",44567070725,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",60505614205,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",60505624304,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",63323023710,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFAZOLIN 1 GM VIAL",72572005525,0.99309,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",00093413673,0.10184,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",65862021801,0.10184,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",67877054788,0.10184,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",68180072205,0.10184,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",00093413664,0.12031,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",65862021860,0.12031,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",67877054798,0.12031,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 125 MG/5 ML SUSP",68180072204,0.12031,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",00093413773,0.11593,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",65862021901,0.11593,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",67877054888,0.11593,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",68180072305,0.11593,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",00093413764,0.12493,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",65862021960,0.12493,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",67877054898,0.12493,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 250 MG/5 ML SUSP",68180072304,0.12493,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",00093316006,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",00904756304,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",57237009960,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",60687069911,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",60687069921,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",65862017760,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",67877054360,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",68001036206,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFDINIR 300 MG CAPSULE",68180071160,0.46278,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",00409956610,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",25021012120,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",44567013010,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",44567024010,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",60505614404,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",60505614604,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",60505624504,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFEPIME HCL 1 GM VIAL",63323032620,3.73080,08/20/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFIXIME 100 MG/5 ML SUSP",65862075150,2.31541,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFIXIME 200 MG/5 ML SUSP",65862075250,4.09425,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFIXIME 200 MG/5 ML SUSP",68180040703,4.09425,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFIXIME 400 MG CAPSULE",67877058433,10.60968,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFIXIME 400 MG CAPSULE",67877058450,10.60968,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFIXIME 400 MG CAPSULE",68180042308,10.60968,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"CEFIXIME 400 MG CAPSULE",68180042311,10.60968,04/22/2026,EA,C/I,N,"1, 6",G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",00781543820,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",16714039401,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",65862009501,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",65862009520,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",67877087820,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",69292051001,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",69292051401,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG TABLET",69292051450,1.07782,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 100 MG/5 ML SUSP",16714040301,1.13577,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPODOXIME 100 MG/5 ML SUSP",64980040350,1.13577,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPODOXIME 100 MG/5 ML SUSP",16714040302,1.20649,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPODOXIME 100 MG/5 ML SUSP",64980040310,1.20649,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",00781543901,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",00781543920,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",16714039501,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",65862009620,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",67877087920,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",69292051201,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",69292051601,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPODOXIME 200 MG TABLET",69292051650,1.42940,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",16714039602,0.09429,02/18/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",57237003475,0.09429,02/18/2026,ML,C/I,N,"4, 5",G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",16714039603,0.10124,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",57237003401,0.10124,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",68180040103,0.10124,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 125 MG/5 ML SUSP",57237003450,0.11954,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG TABLET",00093107701,0.48923,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 250 MG TABLET",16714039801,0.48923,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 250 MG TABLET",57237003601,0.48923,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 250 MG TABLET",67877024401,0.48923,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 250 MG TABLET",68180040301,0.48923,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",16714039703,0.14517,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",57237003501,0.14517,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",68180040203,0.14517,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",16714039702,0.20624,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",57237003575,0.20624,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",68180040202,0.20624,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",16714039701,0.21818,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",57237003550,0.21818,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 250 MG/5 ML SUSP",68180040201,0.21818,04/22/2026,ML,C/I,N,"1, 5",G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",00093107853,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",16714039901,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",57237003750,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",65862006901,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",67877024350,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFPROZIL 500 MG TABLET",68180040401,0.93840,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFTAZIDIME 1 GM VIAL",25021012720,3.70448,12/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTAZIDIME 1 GM VIAL",44567023525,3.70448,12/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00409733201,1.33996,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00409733220,1.33996,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00781320895,1.33996,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",60505614804,1.33996,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00143985725,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",25021010610,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",44567070125,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",44567070195,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",63323034610,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",72572006125,1.42871,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00143985701,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00409733211,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00409733221,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",00781320885,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",60505614800,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",63323034601,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 1 GM VIAL",72572006101,3.45000,09/17/2025,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 2 GM VIAL",00409733503,2.59220,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 2 GM VIAL",00409733520,2.59220,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 2 GM VIAL",00781320995,2.59220,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 2 GM VIAL",60505614904,2.59220,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 250 MG VIAL",00409733701,0.86220,02/18/2026,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 250 MG VIAL",00409733720,0.86220,02/18/2026,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 250 MG VIAL",00781320695,0.86220,02/18/2026,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 250 MG VIAL",60505615101,0.86220,02/18/2026,EA,C/I,N,"4, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00409733801,0.98944,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00409733820,0.98944,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00781320795,0.98944,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",60505615201,0.98944,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00143985801,1.88500,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00409733811,1.88500,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00409733821,1.88500,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",00781320785,1.88500,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFTRIAXONE 500 MG VIAL",60505615204,1.88500,04/22/2026,EA,C/I,N,"1, 5",G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",00904754210,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",16714040001,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",16714040002,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",57237005820,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",57237005860,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",60687027211,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",60687027294,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",65862069920,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",65862069960,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",67877021520,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 250 MG TAB",67877021560,0.28447,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",16714040101,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",16714040102,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",57237005920,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",57237005960,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",60687028311,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",60687028394,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",65862070020,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",65862070060,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",67877021620,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CEFUROXIME AXETIL 500 MG TAB",67877021660,0.38512,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELEBREX 100 MG CAPSULE",58151008301,9.52691,04/22/2026,EA,C/I,N,1,B,0.07308,04/22/2026,04/29/2026
"CELEBREX 100 MG CAPSULE",58151008305,9.52691,04/22/2026,EA,C/I,N,1,B,0.07308,04/22/2026,04/29/2026
"CELEBREX 100 MG CAPSULE",58151008332,9.52691,04/22/2026,EA,C/I,N,1,B,0.07308,04/22/2026,04/29/2026
"CELEBREX 100 MG CAPSULE",58151008388,9.52691,04/22/2026,EA,C/I,N,1,B,0.07308,04/22/2026,04/29/2026
"CELEBREX 200 MG CAPSULE",58151008401,15.66469,04/22/2026,EA,C/I,N,1,B,0.0846,04/22/2026,04/29/2026
"CELEBREX 200 MG CAPSULE",58151008405,15.66469,04/22/2026,EA,C/I,N,1,B,0.0846,04/22/2026,04/29/2026
"CELEBREX 200 MG CAPSULE",58151008488,15.66469,04/22/2026,EA,C/I,N,1,B,0.0846,04/22/2026,04/29/2026
"CELECOXIB 100 MG CAPSULE",00591398301,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",00591398305,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",16714073201,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",16714073202,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",27808029601,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",27808029602,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",33342015611,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",33342015615,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",42571014301,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",42571014305,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",42806072101,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",42806072105,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",50228015701,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",50228015705,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",50268016811,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",50268016815,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",60505384801,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",60505384805,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",60687043601,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",60687043611,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",60687043665,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",62135002160,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",62332014131,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",62332014171,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",63739029710,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",65862090801,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",65862090805,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",68180039601,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",68180039602,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",69097042207,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",69097042212,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",69367030101,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",69367030105,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",72241002305,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",72241002310,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",75834023701,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",75834023705,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",82009006805,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",83301001101,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 100 MG CAPSULE",83301001102,0.07308,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",00591398401,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",00591398405,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",00904650361,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",16714073301,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",16714073302,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",27808029701,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",27808029702,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",33342015711,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
"CELECOXIB 200 MG CAPSULE",33342015715,0.08460,04/22/2026,EA,C/I,N,1,G,,,04/29/2026
